nh3 1p1 52075
nh3 1p1 52076
nh3 1p1 52077
nh3 1p1 52078
nh3 1p1 52079
nh3 1p1 52080
nh3 1p1 52081
nh3 1p1 52082
nh3 1p1 52083
nh3 1p1 52084
nh3 1p1 52085
nh3 1p1 52090
nh3 1p1 52108
nh3 1p1 52109
nh3 1p1 52110
nh3 1p1 52111
nh3 1p1 52120
nh3 1p1 52121
nh3 1p1 52122
nh3 1p1 52123
nh3 1p1 52131
nh3 1p1 52132
nh3 1p1 52133
nh3 1p1 52134
nh3 1p1 52135
nh3 1p1 52136
nh3 1p1 52137
nh3 1p1 52138
nh3 1p1 52139
nh3 1p1 52140
nh3 1p1 52141
nh3 1p1 52142
nh3 1p1 52143
nh3 1p1 52144
nh3 1p1 52145
nh3 1p1 52146
nh3 1p1 52147
nh3 1p1 52148
nh3 1p1 52149
nh3 1p1 52150
nh3 1p1 52151
nh3 1p1 52153
nh3 1p1 52154
nh3 1p1 52155
nh3 1p1 52156
nh3 1p1 52157
nh3 1p1 52158
nh3 1p1 52159
nh3 1p1 52160
nh3 1p1 52161
nh3 1p1 52162
nh3 1p1 52163
nh3 1p1 52164
nh3 1p1 52165
nh3 1p1 52166
nh3 1p1 52167
nh3 1p1 52168
nh3 1p1 52169
nh3 1p1 52170
nh3 1p1 52171
nh3 1p1 52172
nh3 1p1 52173
nh3 1p1 52174
nh3 1p1 52175
nh3 1p1 52176
nh3 1p1 52177
nh3 1p1 52178
nh3 1p1 52179
nh3 1p1 52180
nh3 1p1 52181
nh3 1p1 52182
nh3 1p1 52183
nh3 1p1 52184
nh3 1p1 52185
nh3 1p1 52186
nh3 1p1 52187
nh3 1p1 52188
nh3 1p1 52189
nh3 1p1 52190
nh3 1p1 52191
nh3 1p1 52193
nh3 1p1 52198
nh3 1p1 52199
nh3 1p1 52200
nh3 1p1 52201
nh3 1p1 52202
nh3 1p1 52203
nh3 1p1 52204
nh3 1p1 52205
nh3 1p1 52206
nh3 1p1 52207
nh3 1p1 52208
nh3 1p1 52209
nh3 1p1 52210
nh3 1p1 52211
nh3 1p1 52212
nh3 1p1 52213
nh3 1p1 52214
nh3 1p1 52224
nh3 1p1 52225
nh3 1p1 52226
nh3 1p1 52227
nh3 1p1 52228
nh3 1p1 52229
nh3 1p1 52230
nh3 1p1 52231
nh3 1p1 52232
nh3 1p1 52233
nh3 1p1 52234
nh3 1p1 52235
nh3 1p1 52237
nh3 1p1 52238
nh3 1p1 52239
nh3 1p1 52240
nh3 1p1 52241
nh3 1p1 52242
nh3 1p1 52243
nh3 1p1 52244
nh3 1p1 52245
nh3 1p1 52246
nh3 1p1 52247
nh3 1p1 52248
nh3 1p1 52249
nh3 1p1 52250
nh3 1p1 52251
nh3 1p1 52252
nh3 1p1 52253
nh3 1p1 52254
nh3 1p1 52255
nh3 1p1 52256
nh3 1p1 52257
nh3 1p1 52258
nh3 1p1 52259
nh3 1p1 52260
nh3 1p1 52261
nh3 1p1 52262
nh3 1p1 52263
nh3 1p1 52264
nh3 1p1 52265
nh3 1p1 52266
nh3 1p1 52267
nh3 1p1 52268
nh3 1p1 52269
nh3 1p1 52270
nh3 1p1 52271
nh3 1p1 52272
nh3 1p1 52273
nh3 1p1 52274
nh3 1p1 52277
nh3 1p1 52278
nh3 1p1 52279
nh3 1p1 52280
nh3 1p1 52281
nh3 1p1 52282
nh3 1p1 52283
nh3 1p1 52284
nh3 1p1 52285
nh3 1p1 52286
nh3 1p1 52287
nh3 1p1 52288
nh3 1p1 52289
