nh3 2p2 51004
nh3 2p2 51005
nh3 2p2 51006
nh3 2p2 51007
nh3 2p2 51008
nh3 2p2 51041
nh3 2p2 51042
nh3 2p2 51044
nh3 2p2 51045
nh3 2p2 51046
nh3 2p2 51047
nh3 2p2 51048
nh3 2p2 51055
nh3 2p2 51056
nh3 2p2 51058
nh3 2p2 51059
nh3 2p2 51061
nh3 2p2 51062
nh3 2p2 51063
nh3 2p2 51065
nh3 2p2 51067
nh3 2p2 51068
nh3 2p2 51069
nh3 2p2 51070
nh3 2p2 51072
nh3 2p2 51073
nh3 2p2 51074
nh3 2p2 51075
nh3 2p2 51076
nh3 2p2 51077
nh3 2p2 51078
nh3 2p2 51079
nh3 2p2 51082
nh3 2p2 51086
nh3 2p2 51087
nh3 2p2 51088
nh3 2p2 51089
nh3 2p2 51090
nh3 2p2 51092
nh3 2p2 51093
nh3 2p2 51094
nh3 2p2 51095
nh3 2p2 51096
nh3 2p2 51097
nh3 2p2 51099
nh3 2p2 51100
nh3 2p2 51101
nh3 2p2 51102
nh3 2p2 51103
nh3 2p2 51104
nh3 2p2 51105
nh3 2p2 51106
nh3 2p2 51110
nh3 2p2 51111
nh3 2p2 51112
nh3 2p2 51113
nh3 2p2 51114
nh3 2p2 51118
nh3 2p2 51119
nh3 2p2 51120
nh3 2p2 51121
nh3 2p2 51122
nh3 2p2 51123
nh3 2p2 51124
nh3 2p2 51148
nh3 2p2 51149
nh3 2p2 51150
nh3 2p2 51151
nh3 2p2 51152
nh3 2p2 51153
nh3 2p2 51154
