nh3 1p3 51180
nh3 1p3 51181
nh3 1p3 51182
nh3 1p3 51184
nh3 1p3 51192
nh3 1p3 51193
nh3 1p3 51194
nh3 1p3 51196
nh3 1p3 51197
nh3 1p3 51198
nh3 1p3 51200
nh3 1p3 51201
nh3 1p3 51207
nh3 1p3 51208
nh3 1p3 51210
nh3 1p3 51211
nh3 1p3 51212
nh3 1p3 51214
nh3 1p3 51215
nh3 1p3 51217
nh3 1p3 51218
nh3 1p3 51219
nh3 1p3 51220
nh3 1p3 51225
nh3 1p3 51226
nh3 1p3 51227
nh3 1p3 51228
nh3 1p3 51229
nh3 1p3 51231
nh3 1p3 51232
nh3 1p3 51233
nh3 1p3 51234
nh3 1p3 51235
nh3 1p3 51236
nh3 1p3 51237
nh3 1p3 51238
nh3 1p3 51241
nh3 1p3 51242
nh3 1p3 51245
nh3 1p3 51246
nh3 1p3 51247
nh3 1p3 51248
nh3 1p3 51249
nh3 1p3 51250
nh3 1p3 51251
nh3 1p3 51253
nh3 1p3 51254
nh3 1p3 51255
nh3 1p3 51256
nh3 1p3 51257
nh3 1p3 51258
nh3 1p3 51259
nh3 1p3 51260
nh3 1p3 51262
nh3 1p3 51263
nh3 1p3 51264
nh3 1p3 51265
nh3 1p3 51266
nh3 1p3 51267
nh3 1p3 51268
nh3 1p3 51269
nh3 1p3 51279
nh3 1p3 51280
nh3 1p3 51281
nh3 1p3 51283
nh3 1p3 51285
nh3 1p3 51306
nh3 1p3 51307
nh3 1p3 51308
nh3 1p3 51309
nh3 1p3 51316
nh3 1p3 51318
nh3 1p3 51319
nh3 1p3 51320
nh3 1p3 51321
nh3 1p3 51323
nh3 1p3 51324
nh3 1p3 51325
nh3 1p3 51326
nh3 1p3 51327
nh3 1p3 51328
nh3 1p3 51329
nh3 1p3 51330
nh3 1p3 51331
nh3 1p3 51343
nh3 1p3 51344
nh3 1p3 51345
nh3 1p3 51346
nh3 1p3 51347
nh3 1p3 51348
nh3 1p3 51349
nh3 1p3 51350
nh3 1p3 51351
nh3 1p3 51352
nh3 1p3 51353
nh3 1p3 51354
nh3 1p3 51355
nh3 1p3 51356
nh3 1p3 51357
nh3 1p3 51358
nh3 1p3 51359
nh3 1p3 51360
nh3 1p3 51361
nh3 1p3 51363
nh3 1p3 51364
nh3 1p3 51366
nh3 1p3 51367
nh3 1p3 51368
nh3 1p3 51369
nh3 1p3 51370
nh3 1p3 51373
nh3 1p3 51374
nh3 1p3 51375
nh3 1p3 51376
nh3 1p3 51377
nh3 1p3 51378
nh3 1p3 51379
nh3 1p3 51380
nh3 1p3 51382
nh3 1p3 51383
nh3 1p3 51384
nh3 1p3 51385
nh3 1p3 51386
nh3 1p3 51414
nh3 1p3 51416
nh3 1p3 51417
nh3 1p3 51418
nh3 1p3 51419
nh3 1p3 51420
nh3 1p3 51421
nh3 1p3 51422
nh3 1p3 51423
nh3 1p3 51424
nh3 1p3 51425
nh3 1p3 51426
nh3 1p3 51427
nh3 1p3 51428
nh3 1p3 51429
nh3 1p3 51430
nh3 1p3 51431
nh3 1p3 51432
nh3 1p3 51433
nh3 1p3 51435
nh3 1p3 51436
nh3 1p3 51437
nh3 1p3 51438
nh3 1p3 51439
nh3 1p3 51440
nh3 1p3 51441
nh3 1p3 51442
nh3 1p3 51443
nh3 1p3 51445
nh3 1p3 51446
nh3 1p3 51448
nh3 1p3 51449
nh3 1p3 51450
nh3 1p3 51451
nh3 1p3 51452
nh3 1p3 51453
nh3 1p3 51455
nh3 1p3 51456
nh3 1p3 51457
nh3 1p3 51458
nh3 1p3 51459
nh3 1p3 51460
nh3 1p3 51461
nh3 1p3 51463
nh3 1p3 51464
nh3 1p3 51466
nh3 1p3 51467
nh3 1p3 51468
nh3 1p3 51470
nh3 1p3 51471
nh3 1p3 51472
nh3 1p3 51473
nh3 1p3 51477
nh3 1p3 51478
nh3 1p3 51479
nh3 1p3 51480
nh3 1p3 51481
nh3 1p3 51482
nh3 1p3 51483
nh3 1p3 51484
nh3 1p3 51486
